customer_id,age,gender,tenure,monthly_charges,total_charges,contract_type,internet_service,online_security,tech_support,streaming_tv,monthly_usage_gb,support_calls,payment_delay,churn
163,40,Female,53,61.55,3069.54,One year,No,No,Yes,No internet service,365,2,1,0
164,79,Female,30,36.39,1598.89,Two year,Fiber optic,No internet service,Yes,Yes,462,5,1,0
165,41,Female,39,90.23,1391.93,Month-to-month,No,No,Yes,No,483,2,2,1
166,54,Male,31,90.37,3008.46,Two year,DSL,No,Yes,Yes,51,1,2,0
167,52,Female,2,89.65,4337.17,Two year,DSL,No internet service,No internet service,No internet service,890,4,1,0
168,61,Male,12,39.1,4736.33,Two year,Fiber optic,Yes,Yes,No,194,0,2,0
169,57,Female,39,56.1,574.23,One year,DSL,Yes,No,Yes,415,8,2,1
170,39,Male,66,98.8,816.4,One year,Fiber optic,No internet service,No,Yes,469,6,2,1
171,44,Male,13,81.76,4726.44,Two year,DSL,No internet service,Yes,No internet service,622,2,2,0
172,52,Male,46,22.17,3695.85,Two year,DSL,No,No,Yes,834,3,1,0
173,18,Female,27,25.22,4420.82,Month-to-month,DSL,No internet service,Yes,No internet service,610,5,2,1
174,52,Female,17,57.11,1053.03,Month-to-month,Fiber optic,No,No,No,893,2,0,0
175,54,Female,60,92.74,2958.55,One year,Fiber optic,No internet service,No,No,493,6,2,1
176,64,Female,64,63.1,3520.64,One year,No,Yes,Yes,Yes,965,5,0,0
177,31,Male,35,59.83,3416.55,Month-to-month,Fiber optic,Yes,Yes,No,483,8,2,1
178,20,Female,70,28.44,2070.35,Two year,DSL,No internet service,No internet service,No,692,4,0,0
179,18,Female,30,72.54,126.2,One year,DSL,No,Yes,Yes,604,3,0,0
180,22,Male,71,85.77,2935.48,Two year,Fiber optic,Yes,Yes,No,106,2,2,0
181,43,Male,63,50.43,1302.85,Month-to-month,Fiber optic,No,No internet service,Yes,611,9,2,1
182,72,Male,28,82.05,2278.76,One year,Fiber optic,No internet service,Yes,No internet service,227,0,2,0
183,31,Female,60,97.16,4790.03,One year,No,No internet service,Yes,No internet service,342,2,0,0
184,56,Male,37,36.3,2025.22,Month-to-month,DSL,Yes,No internet service,No internet service,95,2,1,0
185,44,Male,22,61.87,4207.02,One year,No,No internet service,Yes,Yes,219,6,1,0
186,26,Male,68,42.97,983.28,Month-to-month,No,Yes,Yes,Yes,320,6,2,1
187,32,Female,20,83.43,3378.68,One year,DSL,No,No internet service,No,466,0,1,0
188,32,Male,68,66.21,4886.18,Month-to-month,DSL,Yes,No internet service,No,897,2,1,0
189,43,Female,64,70.77,554.37,One year,Fiber optic,Yes,No,No,188,7,2,1
190,59,Female,17,83.83,91.18,Two year,Fiber optic,No,Yes,No,296,8,0,1
191,77,Male,12,51.68,2196.23,Two year,No,Yes,No,No,197,6,2,1
192,30,Male,22,93.21,508.5,Two year,Fiber optic,Yes,No,Yes,279,6,1,1
193,68,Female,17,62.64,3754.5,One year,Fiber optic,No internet service,No internet service,Yes,841,7,0,0
194,49,Male,10,32.64,4577.02,One year,DSL,No,Yes,No internet service,686,5,1,0
195,56,Male,65,75.67,2198.4,Two year,DSL,Yes,Yes,No internet service,753,2,0,0
196,66,Female,22,83.46,1330.62,Two year,Fiber optic,No,No internet service,No internet service,423,0,1,0
197,69,Female,50,45.34,2200.3,Month-to-month,DSL,No,No,No internet service,129,6,2,1
198,78,Male,14,88.57,3631.07,Month-to-month,Fiber optic,Yes,No internet service,Yes,655,0,1,0
199,49,Female,64,92.49,94.82,Month-to-month,DSL,No internet service,Yes,Yes,787,0,1,0
200,21,Male,47,42.15,2967.8,Two year,DSL,No,No internet service,Yes,114,8,0,0
201,47,Male,29,98.68,3085.79,Two year,DSL,Yes,Yes,No,137,9,1,1
202,54,Male,36,31.26,3206.56,Two year,DSL,No,No,No,137,6,2,1
203,40,Female,52,36.16,1248.01,Month-to-month,Fiber optic,No internet service,Yes,No internet service,762,3,2,1
204,56,Male,7,34.74,3584.56,One year,No,No internet service,No,No,775,5,2,1
205,62,Male,29,91.52,502.39,Two year,DSL,No internet service,No,Yes,253,0,0,0
206,32,Male,11,72.34,1036.39,One year,Fiber optic,Yes,Yes,No internet service,962,6,0,1
207,60,Female,33,32.17,4393.48,One year,Fiber optic,Yes,Yes,No internet service,431,5,1,0
208,46,Female,6,55.23,3706.68,One year,DSL,No internet service,No,No,650,3,1,0
209,53,Female,32,69.22,118.04,Month-to-month,No,Yes,No internet service,No internet service,525,6,1,1
210,30,Female,51,26.68,1279.46,One year,DSL,No internet service,Yes,No,622,2,0,0
211,49,Female,58,90.59,1111.31,Two year,Fiber optic,Yes,No,No,832,0,0,0
212,24,Male,26,84.29,1390.49,Month-to-month,No,No internet service,No,No internet service,655,3,1,1
213,76,Female,46,60.42,1275.42,Two year,Fiber optic,No,No internet service,No,868,2,0,0
214,68,Female,29,97.37,359.51,Two year,DSL,No internet service,Yes,No,588,0,0,0
215,39,Female,4,53.42,2321.76,Month-to-month,No,No internet service,No,No,263,1,2,1
216,45,Male,13,98.73,3677.03,Two year,Fiber optic,Yes,No internet service,No,123,4,2,0
217,19,Female,39,73.43,3053.32,Two year,Fiber optic,Yes,No,No internet service,110,7,1,1
218,59,Female,15,70.77,3380.71,Month-to-month,Fiber optic,Yes,Yes,Yes,747,0,1,0
219,62,Male,29,33.28,451.69,Two year,DSL,Yes,No internet service,Yes,592,3,2,0
220,79,Female,29,90.55,4759.88,One year,No,Yes,No,No,268,3,0,0
221,74,Male,32,54.2,4200.53,Two year,DSL,Yes,No internet service,No,61,4,1,0
222,70,Male,2,32.98,4035.2,One year,DSL,No,Yes,No,863,6,1,1
223,23,Male,47,21.01,4123.77,Two year,DSL,No internet service,No internet service,Yes,464,7,1,0
224,45,Male,22,64.78,4666.92,Month-to-month,No,No internet service,Yes,No,81,5,0,0
225,45,Male,27,62.19,2744.06,Month-to-month,DSL,No internet service,No,No internet service,209,0,2,1
226,61,Female,67,77.55,1041.4,Two year,DSL,No,Yes,No internet service,286,6,1,0
227,61,Male,56,91.22,3103.08,Month-to-month,DSL,No internet service,No,No internet service,788,2,2,1
228,37,Male,21,26.35,3727.26,Two year,DSL,No,No,Yes,230,5,2,0
229,47,Female,47,78.52,3702.69,Month-to-month,Fiber optic,No,Yes,No,878,7,0,1
230,79,Male,59,34.99,2631.17,One year,DSL,No,No,No,607,6,0,1
231,28,Female,6,88.65,388.87,Two year,Fiber optic,No internet service,No internet service,No,390,9,0,1
232,75,Female,19,85.53,1887.01,One year,DSL,No,No,Yes,507,5,0,0
233,72,Female,57,63.26,4607.79,One year,No,No internet service,Yes,Yes,129,8,0,0
234,45,Male,69,76.82,2943.02,Two year,Fiber optic,No internet service,No internet service,Yes,696,8,0,0
235,42,Male,3,45.15,2714.74,One year,Fiber optic,Yes,No internet service,Yes,821,0,1,0
236,56,Male,1,57.69,1380.82,Two year,Fiber optic,Yes,No,No internet service,869,0,2,1
237,79,Female,58,85.73,1873.82,One year,Fiber optic,No,No,Yes,808,0,0,0
238,50,Male,38,56.74,4481.96,Two year,No,No,Yes,Yes,522,7,1,0
239,18,Male,15,48.62,3348.99,Two year,DSL,No internet service,No internet service,Yes,720,9,2,1
240,74,Male,34,59.54,3947.57,Month-to-month,Fiber optic,No,Yes,No,764,6,0,1
241,44,Female,61,86.26,2299.01,Two year,No,No,No,No,161,2,0,0
242,79,Female,35,46.82,3169.72,Two year,Fiber optic,No internet service,No internet service,No,341,1,1,0
243,74,Male,64,33.9,1279.5,One year,DSL,No,Yes,No internet service,999,3,2,0
244,69,Male,25,76.96,3542.03,Two year,Fiber optic,No,Yes,No internet service,871,2,0,0
245,30,Male,24,86.08,2166.63,Month-to-month,No,No internet service,Yes,Yes,680,6,2,1
246,58,Male,12,28.05,2240.6,One year,DSL,No internet service,Yes,No,432,9,1,0
247,20,Female,18,39.19,3264.15,One year,No,Yes,Yes,No internet service,66,7,0,0
248,56,Female,15,31.36,4684.59,Month-to-month,DSL,No internet service,No internet service,No,542,5,2,1
249,23,Female,27,47.84,366.83,One year,DSL,Yes,Yes,No internet service,380,2,1,0
250,25,Female,60,56.03,4132.48,One year,DSL,No,No internet service,No internet service,975,5,1,0
251,44,Male,46,79.91,1497.3,One year,Fiber optic,No internet service,Yes,Yes,788,1,0,0
252,26,Male,17,72.09,2247.4,One year,No,No internet service,No,Yes,922,6,2,1
253,79,Male,53,69.67,158.47,Month-to-month,No,No internet service,No,No internet service,535,9,0,1
254,54,Female,8,48.19,1540.18,Month-to-month,No,No,Yes,Yes,455,6,0,1
255,50,Male,27,87.32,2538.02,One year,DSL,Yes,No,No internet service,166,3,2,1
256,68,Female,46,57.7,328.07,One year,Fiber optic,No,No internet service,No internet service,604,7,2,1
257,59,Female,50,98.33,2480.92,Month-to-month,DSL,No,Yes,No,929,3,2,1
258,61,Male,71,70.73,4639.2,Month-to-month,No,No internet service,No internet service,Yes,164,6,1,1
259,41,Male,3,30.1,571.7,Month-to-month,Fiber optic,Yes,Yes,Yes,844,3,1,1
260,32,Male,64,74.09,3833.98,One year,Fiber optic,No,No,Yes,598,4,2,0
261,76,Female,44,46.01,2077.87,One year,Fiber optic,No internet service,No internet service,No,863,6,1,0
262,71,Male,53,74.91,3293.11,Two year,No,No,No,No,674,9,0,1
263,49,Female,24,25.57,1338.17,Month-to-month,Fiber optic,No,No,No,596,2,2,1
264,49,Male,60,33.99,839.49,One year,Fiber optic,No internet service,Yes,Yes,693,9,0,0
265,41,Female,3,88.46,844.29,Month-to-month,DSL,No internet service,No internet service,Yes,385,4,2,1
266,58,Female,20,38.17,398.94,One year,DSL,Yes,No,Yes,385,2,0,0
267,69,Male,46,86.96,968.95,Month-to-month,Fiber optic,No,Yes,No,971,4,2,1
268,66,Female,15,42.34,3337.89,One year,Fiber optic,No internet service,Yes,No,938,2,0,0
269,79,Female,25,71.43,4414.37,Two year,DSL,No internet service,Yes,No internet service,789,9,2,1
270,66,Male,71,75.53,4079.92,Two year,DSL,Yes,No,No,196,6,2,1
271,75,Female,17,61.01,3441.41,Month-to-month,DSL,Yes,Yes,No internet service,171,0,1,0
272,69,Male,9,44.42,596.64,One year,No,No internet service,No internet service,Yes,130,8,0,1
273,29,Female,38,37.01,1481.48,One year,No,Yes,No internet service,No,734,8,1,0
274,79,Male,48,22.66,1583.54,Month-to-month,DSL,No internet service,No,Yes,715,4,0,0
275,56,Male,60,44.32,1287.29,One year,Fiber optic,No,No internet service,Yes,711,8,1,0
276,19,Female,63,72.25,2599.28,Month-to-month,DSL,Yes,Yes,Yes,424,9,2,1
277,20,Female,2,95.06,2700.99,One year,No,No,No,Yes,619,5,1,1
278,66,Female,11,89.7,1816.59,Month-to-month,Fiber optic,No,Yes,No,112,4,1,1
279,54,Female,64,81.29,1801.26,One year,No,No,No,Yes,553,2,2,1
280,66,Female,21,83.08,4151.35,Month-to-month,Fiber optic,No internet service,No,No internet service,717,7,1,1
281,73,Male,18,73.2,3957.0,One year,No,No,Yes,No,498,3,2,0
282,34,Female,64,40.82,1573.59,Two year,Fiber optic,No,No internet service,Yes,477,9,0,0
283,76,Male,38,92.58,4573.25,One year,Fiber optic,No,No internet service,No,917,2,1,0
284,66,Male,32,73.66,4766.43,Month-to-month,Fiber optic,No internet service,No,No internet service,476,5,2,1
285,19,Female,11,64.84,1667.38,Two year,Fiber optic,No,Yes,Yes,470,7,2,1
286,19,Male,45,28.88,1804.4,One year,No,No,Yes,No internet service,371,8,1,0
287,45,Male,33,55.76,2552.89,Two year,No,Yes,No,Yes,962,5,0,0
288,71,Male,41,56.83,4708.55,One year,Fiber optic,No internet service,No internet service,No internet service,729,4,1,0
289,40,Male,8,89.17,4387.78,Two year,Fiber optic,No,Yes,Yes,215,1,2,1
290,54,Female,11,63.73,557.71,Month-to-month,No,Yes,No internet service,No,646,1,0,1
291,49,Male,51,50.43,1994.02,One year,Fiber optic,No internet service,No internet service,Yes,698,8,1,0
292,50,Female,41,98.14,2789.19,One year,Fiber optic,No internet service,No,No,510,1,2,1
293,18,Female,17,28.86,2540.51,Month-to-month,Fiber optic,No internet service,No,Yes,508,1,1,0
294,36,Male,46,53.8,1009.62,Two year,DSL,No internet service,No internet service,Yes,238,2,0,0
295,79,Female,32,23.36,4301.14,Month-to-month,Fiber optic,No internet service,Yes,No internet service,513,2,0,0
296,19,Female,54,79.19,3400.86,Month-to-month,DSL,No internet service,Yes,No internet service,961,3,0,0
297,70,Female,20,93.45,4197.65,Two year,Fiber optic,No,No,No internet service,428,6,0,1
298,61,Male,33,42.4,4300.88,Month-to-month,No,No,No internet service,Yes,51,8,0,1
299,43,Female,40,88.67,3754.36,One year,DSL,No,Yes,Yes,667,1,1,0
300,49,Female,32,43.38,2224.09,One year,DSL,No,Yes,Yes,413,3,0,0
301,23,Female,2,92.86,3072.21,One year,Fiber optic,Yes,No,No,121,8,0,1
302,49,Male,33,80.32,843.81,Month-to-month,Fiber optic,No,No internet service,No,476,1,2,1
